tweet_id,created_at_dt,text_display,rag_context,themes_list,primary_label,sentiment_label,llm_urgency_0_3,llm_severity_0_3,status,summary_1l,author,assigned_to,llm_summary,llm_reply_suggestion,routing_team
1820525583165776261,2024-08-05 18:21:37,"<BRAND:freebox> bonjour,comment est-ce possible d’avoir un conseiller compétent et poli chez vous ?","Merci pour l’info! Bonjour, pourriez-vous préciser votre demande ou le incident rencontré afin que nous puissions vous aider au mieux? Pouvez-vous nous confirmer votre numéro de ligne ou identifiant client pour accélérer le processus?","[""Service après-vente""]",Service après-vente,négatif,2,2,open,Client insatisfait du service client Freebox.,lasticot59,SAV,Client insatisfait du service client Freebox.,"Bonjour, nous sommes désolés que vous ayez eu cette expérience. Pourriez-vous nous en dire plus sur votre problème ? Cela nous aidera à vous aider plus efficacement.",SAV
1820528293768024466,2024-08-05 18:32:23,"<BRAND:freebox> Super le service clientèle : tu appelles, mais comme il y a trop d'attente, ça te raccroche au pif. BREF donc je n'ai pas internet, je ne peux joindre personne pour une inter' &amp; je paye oklm. J'ai free mais j'ai pas tout compris 😤🤬",On regarde cela. Merci pour votre message et bonne journée en télétravail! 😊 N'hésitez pas à nous contacter si vous avez besoin d'aide. Envoyez-nous votre n° client en DM pour vérification.,"[""Freebox""]",Freebox,négatif,3,3,open,Problème de connexion et de service client injoignable.,NedxMacBethx,Technique,Problème de connexion et de service client injoignable.,Désolé pour les désagréments. Nous allons vérifier votre problème. Merci d'envoyer votre n° client en DM.,Technique
1820532642342924617,2024-08-05 18:49:40,"<BRAND:free> Déménagement anticipé, prise de rendez-vous effectué et 10 jours plus tard aucune connexion. Geste commercial de Free : 0, aucune proposition d’accès via une clé 4G. Des rendez-vous non honorés, …. <NL> Seule proposition : augmenter mes forfaits . Ce qui ne va pas résoudre mon problème 🤬","On est là pour vous aider, désolés pour le désagrément. Nous sommes désolés pour cette situation inacceptable. (thème: []). Un DM avec votre n° client nous permet d’agir vite.","[""Freebox""]",Freebox,négatif,3,3,open,"Déménagement, pas de connexion, forfaits augmentés, pas de solution proposée.",kate31400560,Technique,"Déménagement, pas de connexion, forfaits augmentés, pas de solution proposée.",Nous sommes vraiment désolés pour cette situation. Un conseiller vous contacte rapidement pour résoudre ce problème. Merci de nous envoyer votre numéro de client par message privé.,Technique
1820541184357597187,2024-08-05 19:23:37,OH <BRAND:free> vous jouez à quoi j'ai pas de co même SFR n'auraient pas osés laisser un client sans co pendant 2 jours,"On s’en charge immédiatement. Bonjour, nous n'avons pas bien compris votre message. Pouvez-vous préciser votre demande pour que nous puissions vous aider? (thème: []). Pouvez-vous nous transmettre votre numéro de client en message privé pour que nous accélérions la prise en charge?","[""Ligne mobile""]",Ligne mobile,négatif,3,3,open,Problème de couverture réseau depuis 2 jours.,yazh0g_,SAV Mobile,Problème de couverture réseau depuis 2 jours.,Désolé pour ce désagrément. Nous allons vérifier votre couverture réseau. Envoyez-nous votre numéro de client en MP pour une assistance rapide.,SAV Mobile
1820546831815967181,2024-08-05 19:46:03,"Plusieurs années, peu de soucis avec ma <USER> pop dans une zone dense et temps d'intervention super rapide, je déménage dans une zone plus rurale et inversement de la situation... Plusieurs coupures totales de services <BRAND:freebox> fibre Ultra en a peine 4 mois 🤬","On est là pour vous aider, désolés pour le désagrément. Bonjour, nous comprenons votre situation. Les frais de résiliation peuvent être exonérés sous certaines conditions, comme un déménagement dans une zone non élig... Pouvez-vous nous préciser votre numéro de ligne ou votre identifiant client en M","[""Freebox""]",Freebox,négatif,3,3,open,Problèmes récurrents de coupure fibre après un déménagement,Fuuumbleee,Technique,Problèmes récurrents de coupure fibre après un déménagement,"Bonjour, nous sommes désolés pour ces désagréments. Nos équipes techniques vont analyser votre situation. Pourriez-vous nous fournir votre numéro de ligne ou identifiant client en MP ?",Technique
1820570375295754608,2024-08-05 21:19:36,"<BRAND:free> Bonsoir <BRAND:free> , je vous contacte car on a problème avec la box on est obligé de la redémarrer souvent car à un moment on a plus d'image et de son et c'est la deuxième fois que l'on nous l'a change et c'est toujours les premières box que l'on a.","Merci pour l’alerte — on va régler ça. Nous comprenons votre frustration et nous excusons pour cette situation. Pour une Freebox défaillante, le remplacement est normalement pris en charge sous garantie. Pouvez-vous nous confirmer si votre équipement est toujours sous garantie? Nous allons examiner","[""Freebox""]",Freebox,négatif,2,2,open,Problème récurrent de Freebox nécessitant des redémarrages fréquents malgré deux remplacements.,lorierangers,Technique,Problème récurrent de Freebox nécessitant des redémarrages fréquents malgré deux remplacements.,Nous sommes désolés pour ces désagréments. Vérifions votre garantie pour un nouveau remplacement. Merci de nous transmettre votre numéro de client.,Technique
1820750686075711505,2024-08-06 09:16:06,<BRAND:free> <BRAND:freebox> ça vous dérange pas de faire payer un abonnement alors que depuis 5 jours je n'ai pas d'internet ni box j'appelle tous les jours on ouvre des tickets mais aucune intervention n'est possible ? Je suis en télétravail je ne peux pas bosser ! HONTEUX,Merci pour l’info! Merci pour votre patience. Nous espérons que l'intervention de mardi résoudra votre incident. N'hésitez pas à nous faire un retour après le passage du technicien. Pouvez-vous nous préciser votre demande ou nous envoyer un message privé pour que nous puissions vous aider rapidement,"[""Freebox""]",Freebox,négatif,3,3,open,"Problème Freebox depuis 5 jours, télétravail impossible.",IamNess1104,Technique,"Problème Freebox depuis 5 jours, télétravail impossible.",Désolé pour ce contretemps. Nous avons noté votre urgence. Une intervention est prévue mardi. Merci de nous tenir informé après l'intervention.,Technique
1820755882143007190,2024-08-06 09:36:44,"Chez <BRAND:free>, les techniciens n'ont pas tout compris. Par exemple ce que veut dire entre 9h et 11h.","Bien reçu, on vérifie. Merci pour votre patience. Nous espérons que l'intervention de mardi résoudra votre incident. N'hésitez pas à nous faire un retour après le passage du technicien. Contactez-nous en DM avec votre identifiant afin d’accélérer le traitement.","[""Freebox""]",Freebox,négatif,2,2,open,"Retard de technicien Freebox, intervention prévue mardi.",nomorewishing,Freebox,"Retard de technicien Freebox, intervention prévue mardi.","Désolé pour ce contretemps. Nous avons noté votre demande et vérifions l'intervention. Merci pour votre patience, on vous tient au courant.",Freebox
1820762893505171855,2024-08-06 10:04:36,<BRAND:freebox> y’a moyen d’avoir une réponse un jour ou quoi ? Bande d’incapable,Désolés pour la situation rencontrée. Nous sommes désolés pour cette situation inacceptable. (thème: []). Un DM avec votre n° client nous permet d’agir vite.,"[""Service après-vente""]",Service après-vente,négatif,3,2,open,Client mécontent attend une réponse à son problème.,s6ep10,SAV Mobile,Client mécontent attend une réponse à son problème.,Désolé pour l'attente. Envoyez-nous un MP avec votre numéro client pour une assistance rapide.,SAV Mobile
1820771039401382283,2024-08-06 10:36:58,"Bon la commu, pas de stream pour le moment. J'ai déménagé mais le technicien de la fibre est venu mais il n'a pas réussi à mettre la fibre... J'essaie de contacter <BRAND:free> pour ma <BRAND:freebox> mais je n'arrive pas à les joindre... Je ne sais pas quand je vais réussir 🥲","Merci pour l’alerte — on va régler ça. Bonjour, nous comprenons votre frustration. Pour éviter toute annulation de l'intervention, il est effectivement nécessaire de laisser la Freebox débranchée jus... Indiquez-nous en message privé votre n° client et l’heure du souci.","[""Freebox""]",Freebox,négatif,2,2,open,"Problème de connexion Freebox après déménagement, technicien inefficace.",furneth,Freebox,"Problème de connexion Freebox après déménagement, technicien inefficace.",Désolé pour les désagréments. Merci de nous transmettre votre n° client en MP pour que l’on puisse traiter votre demande rapidement.,Freebox
1820827584025780697,2024-08-06 14:21:40,"Ça fait plus de 2 ans que j'attends la fibre <BRAND:free>. Je me disais qu'en attendant, ils amélioreraient l'agrégation 4G... mais non, c'est toujours aussi mauvais ! Vous êtes en vacances pour le déploiement du réseau ? <USER> <BRAND:freebox> #Freebox #Freebre <URL>",On active une analyse rapide. Merci pour votre retour positif! Nous sommes ravis que l'installation se soit bien passée et que vous puissiez profiter pleinement de votre Freebox. Bon gaming! 😊. Envoyez-nous votre n° client en DM pour vérification.,"[""Problème réseau""]",Problème réseau,négatif,2,2,open,Client mécontent du déploiement fibre et de la 4G.,MickGuti,Technique,Client mécontent du déploiement fibre et de la 4G.,Désolé pour cette attente. On vérifie l'avancée du déploiement fibre. DM-nous votre adresse pour plus d'infos.,Technique
1820834823356698801,2024-08-06 14:50:26,<BRAND:free> Moins en panne aussi 🤡😒,Bien noté. Merci pour votre message et bonne journée en télétravail! 😊 N'hésitez pas à nous contacter si vous avez besoin d'aide. (thème: []). Pouvez-vous nous transmettre votre numéro de client en message privé pour que nous accélérions la prise en charge?,"[""Problème réseau""]",Problème réseau,négatif,3,2,open,"Panne réseau répétée, client mécontent.",13Meteo,Technique,"Panne réseau répétée, client mécontent.","Désolé pour ces perturbations. Pour vous aider, envoyez votre numéro de client en MP.",Technique
1820839778541056491,2024-08-06 15:10:07,"<BRAND:free> En tout cas, ce qui est sûr, c’est qu’il a moins mal aux jambes que vous n’avez de panne",On comprend votre agacement et on s’en occupe. Nous sommes désolés d'entendre cela. Pouvez-vous nous en dire plus sur ce qui vous pose incident afin que nous puissions vous aider? Un DM avec votre n° client nous permet d’agir vite.,"[""Problème réseau""]",Problème réseau,négatif,3,2,open,"Client mécontent des pannes réseau fréquentes, ton sarcastique.",darkaatv,Technique,"Client mécontent des pannes réseau fréquentes, ton sarcastique.","Nous sommes désolés pour ces désagréments. Pour résoudre cela rapidement, pourriez-vous nous fournir plus de détails sur l'incident via message privé ?",Technique
1820841491402502511,2024-08-06 15:16:55,<BRAND:free> Surtout plus fiable… 🙄,"On comprend votre agacement et on s’en occupe. Bonjour, nous nous excusons pour ce délai. Envoyez-nous votre n° client en DM pour vérification.","[""Ligne mobile""]",Ligne mobile,négatif,2,2,open,Client mécontent de la fiabilité du service mobile.,LInspecteurG,SAV Mobile,Client mécontent de la fiabilité du service mobile.,"Désolé pour ce désagrément. Pour résoudre cela, pourriez-vous nous transmettre votre numéro de client en MP ?",SAV Mobile
1820841807363588115,2024-08-06 15:18:11,Bonjour <BRAND:freebox> impossible d’avoir mon numéro IFC afin de connecter un abonnement <USER> (pas Free). Vos techniciens me promènent depuis 2 jours ! La dernière ? « Donnez votre identifiant et votre code d’accès à <USER> ». Vous marchez sur la tête ? #fail,"On est là pour vous aider, désolés pour le désagrément. Bonjour, pour récupérer votre mot de passe Free Foot, vous pouvez utiliser l'option 'Mot de passe oublié' sur la page de connexion ou contacter notre service cl... Pouvez-vous nous écrire en message privé avec votre identifiant client?","[""Freebox""]",Freebox,négatif,3,2,open,"Client bloqué sans numéro IFC pour abonnement non-Free, insatisfait du SAV.",canabalmaria,Technique,"Client bloqué sans numéro IFC pour abonnement non-Free, insatisfait du SAV.",Désolé pour ce contretemps. Nous allons transmettre votre demande à notre équipe technique. Pouvez-vous nous fournir votre identifiant client en MP ?,Technique
1820842428653302191,2024-08-06 15:20:39,<BRAND:freebox> bonjour. Je ne peux accéder à mon compte en contactant le 3244 et n’ai plus de connexion. Est-ce possible d’avoir un numéro noir et un humain s'il vous plaît ? Merci,"Nous prenons en charge votre demande. Bonjour, désolé pour ce désagrément. Pouvez-vous préciser le message d'erreur ou le comportement observé? Nous allons vous aider à résoudre cela. Un DM avec votre n° client nous permet d’agir vite.","[""Freebox""]",Freebox,négatif,2,2,open,Problème d'accès au compte et de connexion Freebox.,lionel_trouve,Technique,Problème d'accès au compte et de connexion Freebox.,"Bonjour, nous sommes désolés pour ces désagréments. Pour vous aider au mieux, pourriez-vous nous fournir plus de détails sur l'erreur rencontrée ? Un message privé avec votre numéro de client nous permettrait d'agir rapidement. Merci !",Technique
1820843317015245169,2024-08-06 15:24:11,<BRAND:free> <BRAND:free> c'est normal que depuis dimanche soir ma box pop et bloqué étape 2 et que quand j' appel le 3244 personnes ne me répond,"Navrés pour la gêne occasionnée. Bonjour, nous sommes désolés pour ce désagrément. Pouvez-vous nous préciser le message d'erreur que vous rencontrez? Nous allons examiner cela immédiatement. Indiquez-nous en message privé votre n° client et l’heure du souci.","[""Freebox""]",Freebox,négatif,2,2,open,"Problème Freebox bloquée en étape 2, SAV injoignable.",JacquesGar72423,Technique,"Problème Freebox bloquée en étape 2, SAV injoignable.","Bonjour, désolé pour ce problème. Pouvez-vous nous indiquer l'heure exacte et le message d'erreur ? Nous allons vérifier. Envoyez ces infos en MP.",Technique
1820843573614375310,2024-08-06 15:25:12,<BRAND:free> Même sans bras et sans jambes il serait plus rapide que votre box,"Merci pour votre retour. Bonjour, nous sommes à votre écoute. Pouvez-vous nous en dire plus sur votre demande afin que nous puissions vous orienter au mieux? Un DM avec votre n° client nous permet d’agir vite.","[""Freebox""]",Freebox,négatif,3,2,open,Client mécontent de la lenteur de sa Freebox.,allaire_axel,Freebox,Client mécontent de la lenteur de sa Freebox.,Désolé pour ce dysfonctionnement. Un conseiller vous contacte sous 24h pour résoudre le problème. Merci de votre patience.,Freebox
1820848627620676052,2024-08-06 15:45:17,<BRAND:free> Bien nul votre box et votre connexion,"Bien reçu, on vérifie. Nous sommes sincèrement désolés pour votre perte. Envoyez-nous votre n° client en DM pour vérification.","[""Freebox""]",Freebox,négatif,2,2,closed,Problèmes de connexion et de box Free.,izzetkara29,Technique,Problèmes de connexion et de box Free.,"Désolé pour ces désagréments. Pour vous aider, envoyez-nous votre numéro client en MP.",Technique
1820849995307700720,2024-08-06 15:50:43,"<BRAND:free> Ça dépend. 6 mois avec un débit ADSL au prix de la fibre par mauvaise installation de vos techniciens et tout ça sans compensation financière. 57€ mensuel ça fait cher pour de l’ADSL ! Chers clients, passez votre chemin si vous espérez réparation d’un préjudice","Merci pour votre message. Bonjour, nous sommes désolés pour cette situation. Pouvez-vous nous transmettre votre numéro de ligne ou identifiant client en message privé pour que nous puissions examiner et corriger cela rapidement?","[""Freebox""]",Freebox,négatif,3,3,open,"Problème d'installation Freebox, débit ADSL au prix de la fibre sans compensation.",CdbMaxime,Technique,"Problème d'installation Freebox, débit ADSL au prix de la fibre sans compensation.","Bonjour, nous sommes désolés pour ce désagrément. Pour vous aider, pourriez-vous nous transmettre votre numéro de ligne ou identifiant client en message privé ?",Technique
1820855433638363523,2024-08-06 16:12:19,<BRAND:free> Ma Freebox ultra bloquée à l'étape 6 actuellement : 👁️👄👁️,"Désolés pour la situation rencontrée. Bonjour, pour récupérer votre mot de passe Free Foot, vous pouvez utiliser l'option 'Mot de passe oublié' sur la page de connexion ou contacter notre service cl... Un DM avec votre n° client nous permet d’agir vite.","[""Freebox""]",Freebox,négatif,2,2,open,Problème de connexion Freebox Ultra à l'étape 6,Kuroko_OF,Technique,Problème de connexion Freebox Ultra à l'étape 6,Désolé pour ce problème. On va vous aider. Pourriez-vous nous envoyer un DM avec votre numéro de client ?,Technique
1820874054846587334,2024-08-06 17:26:19,<BRAND:free> Plus stable que ma co ethernet,"On comprend votre agacement et on s’en occupe. Bonjour, nous nous excusons pour ce délai. Envoyez-nous votre n° client en DM pour vérification.","[""Freebox""]",Freebox,négatif,2,2,open,Client mécontent de la stabilité de sa connexion Ethernet Freebox.,Alkewox,Technique,Client mécontent de la stabilité de sa connexion Ethernet Freebox.,Désolé pour ces perturbations. Nous allons vérifier cela. Pourriez-vous nous fournir votre numéro client en MP ?,Technique
1820875839392845865,2024-08-06 17:33:25,"<BRAND:free> <NL> Bonjour, <PARA> Si vous n'êtes pas capable d'avoir un vrai service d'assistance qui règle les problèmes de vos clients, il faut le dire . <NL> Plus de 15 appels, un problème qui dure depuis 1 mois et on me rabâche toujours la même chose quand je vous appel.",On active une analyse rapide. Merci pour votre message et bonne journée en télétravail! 😊 N'hésitez pas à nous contacter si vous avez besoin d'aide. (thème: []). Pouvez-vous nous confirmer votre numéro de ligne ou identifiant client?,"[""Service après-vente""]",Service après-vente,négatif,3,3,open,Client insatisfait après 15 appels pour un problème non résolu depuis 1 mois.,JesuisLudgui,SAV Mobile,Client insatisfait après 15 appels pour un problème non résolu depuis 1 mois.,"Bonjour, nous sommes désolés pour cette situation. Pourriez-vous nous fournir votre numéro de ligne ou identifiant client afin que nous puissions analyser rapidement votre problème ?",SAV Mobile
1820881621761061233,2024-08-06 17:56:23,"Est-ce normal que c'est quasi impossible de resilier l'option ""CanalSeries"". <BRAND:free> et <USER> se renvoyent la balle. En attendent je me fait prelever 10 € par mois","Bien reçu, on vérifie. Nous comprenons votre frustration et nous excusons pour cette situation. Pour une Freebox défaillante, le remplacement est normalement pris en charge sous garan... Pouvez-vous nous transmettre vos coordonnées en DM pour que nous puissions investiguer en urgence et trouver une","[""Résiliation""]",Résiliation,négatif,3,2,open,Difficulté à résilier l'option CanalSeries et prélèvements persistants.,_guyevans,SAV Mobile,Difficulté à résilier l'option CanalSeries et prélèvements persistants.,Désolé pour ce contretemps. Nous allons accélérer la résolution. Veuillez nous transmettre vos infos en MP pour annuler l'option et rembourser les prélèvements.,SAV Mobile
1820881751306350827,2024-08-06 17:56:54,<BRAND:free> Quand on voi la vitesse de votre service après-vente plu d'internet depuis le 2 août rendez-vous pas avant le 17 août pas de possibilité avant alors question rapidité on en reparlera🐌🐌🐌 bande de guignol,"Nous prenons en charge votre demande. Bonjour, le réseau Free Mobile couvre une grande partie de la France, y compris la Corrèze. Vous pouvez examiner la réseau local précise sur notre site ou via l'appli Free. 😊 (thème: []). Pouvez-vous nous écrire en message privé avec votre identifiant client?","[""Service après-vente""]",Service après-vente,négatif,3,3,open,"Problème SAV depuis le 2 août, rendez-vous seulement le 17 août.",marcodu17,SAV Mobile,"Problème SAV depuis le 2 août, rendez-vous seulement le 17 août.",Désolé pour cette attente. Nous faisons de notre mieux pour résoudre votre problème rapidement. Merci de nous envoyer votre identifiant client en MP pour accélérer le processus.,SAV Mobile
1820896457794449524,2024-08-06 18:55:20,"<BRAND:free> Ah si si il est plus rapide, d ailleurs je suis sur qu avec lui j aurais la fibre bien avant vous...","On regarde cela. Bonjour, pourriez-vous préciser ce que vous souhaitez obtenir afin que je puisse vous aider au mieux? (thème: []). Un DM avec votre n° client nous permet d’agir vite.","[""Problème réseau""]",Problème réseau,négatif,2,2,open,"Client insatisfait, compare Free à un autre opérateur pour la fibre.",Pol_Tergheist,Technique,"Client insatisfait, compare Free à un autre opérateur pour la fibre.","Bonjour, désolé pour ce contretemps. Nous allons vérifier votre éligibilité à la fibre. Merci de nous envoyer votre numéro de client en MP pour accélérer le traitement.",Technique
1820899171055907029,2024-08-06 19:06:07,<BRAND:free> Pas certain <NL> 100Mega c'est rapide?,"Désolés pour la situation rencontrée. Bonjour, pourriez-vous préciser ce que vous souhaitez obtenir afin que je puisse vous aider au mieux? (thème: []). Pouvez-vous nous transmettre votre numéro de ligne ou identifiant client en MP?","[""Freebox""]",Freebox,neutre,1,1,closed,Demande de confirmation sur la vitesse de connexion Freebox.,Juliendu75,Freebox,Demande de confirmation sur la vitesse de connexion Freebox.,"Bonjour ! La vitesse de connexion dépend de votre offre et de votre éligibilité. Pour vous aider au mieux, pourriez-vous nous préciser votre situation ou nous contacter en MP avec votre numéro de ligne ?",Freebox
1820901789182652747,2024-08-06 19:16:31,"<BRAND:free> En parlant de freebox ultra, il vous faut combien de mois pour regler mon problème ? Ca fait que 7 mois apres tout. Leon Marchand aurait le temps d’apprendre votre boulot et de corriger mon problème","Bien reçu, on vérifie. Bonjour, nous sommes désolés pour ce désagrément. Pouvez-vous nous préciser le message d'erreur que vous rencontrez? Nous allons examiner cela immédiatement. Un DM avec votre n° client nous permet d’agir vite.","[""Freebox""]",Freebox,négatif,3,3,open,Problème Freebox Ultra non résolu depuis 7 mois.,Xerakfr,Freebox,Problème Freebox Ultra non résolu depuis 7 mois.,Nous sommes vraiment désolés pour ce retard. Un conseiller Freebox va vous contacter sous 24h. Merci de partager votre n° client en MP.,Freebox
1820905704640684291,2024-08-06 19:32:05,"<BRAND:free> à condition que la personne de chez free qui téléphone pour faire sa prospection ne mente pas sur le débit disponible pour conclure un contrat, faire sa PVV et rien ne fonctionne derrière <PARA> non parce que bon, faut pas non plus nous prendre pour des glands","Nous prenons en charge votre demande. Bonjour, pour récupérer votre mot de passe Free Foot, vous pouvez utiliser l'option 'Mot de passe oublié' sur la page de connexion ou contacter notre service client pour assistance. Pouvez-vous nous confirmer votre numéro de ligne ou identifiant client en MP pou","[""Freebox""]",Freebox,négatif,2,2,open,Client mécontent d'un débit internet non conforme promis lors de la souscription.,robert_aristide,Technique,Client mécontent d'un débit internet non conforme promis lors de la souscription.,Nous sommes désolés pour cette situation. Un conseiller technique va vous contacter rapidement pour résoudre ce problème de débit. Merci de votre patience.,Technique
1820925842882441261,2024-08-06 20:52:06,<BRAND:free> on peut en parler ? je suis censé avoir la fibre <NL> ..... sans déconner des semaines que ça dure <URL>,On active une analyse rapide. Merci pour votre message et bonne journée en télétravail! 😊 N'hésitez pas à nous contacter si vous avez besoin d'aide. (thème: []). Pouvez-vous nous confirmer votre numéro de ligne ou identifiant client?,"[""Problème réseau""]",Problème réseau,négatif,2,2,open,Problème de fibre depuis des semaines.,V1TKENT,Technique,Problème de fibre depuis des semaines.,"Bonjour, désolé pour ce désagrément. On va vérifier votre situation. Pourriez-vous nous fournir votre numéro de ligne ou identifiant client ?",Technique
1820932689018360048,2024-08-06 21:19:19,<BRAND:free> Lui il bug moins par contre. Ça mouline souvent,"Bien reçu, on vérifie. Bonjour, nous sommes désolés pour cette situation. (thème: []). Un DM avec votre n° client nous permet d’agir vite.","[""Freebox""]",Freebox,négatif,2,2,closed,Problème de Freebox qui bug et mouline souvent.,lejugeducanap,Technique,Problème de Freebox qui bug et mouline souvent.,"Désolé pour ce dysfonctionnement. Pour vous aider rapidement, merci de nous envoyer votre numéro de client en MP.",Technique
1820935744187162866,2024-08-06 21:31:27,<BRAND:free> plus rapide que les box Free,"Merci pour votre message. Bonjour, les 49€ correspondent aux frais de renouvellement ou de remplacement du matériel Freebox. Cela inclut bien le serveur et le répéteur si nécessaire. Nou... (thème: [""['Box/TV']""]). Transmettez-nous votre identifiant client en message privé, svp.","[""Freebox""]",Freebox,négatif,2,2,open,Client mécontent des frais de renouvellement Freebox.,rudy_infos,Freebox,Client mécontent des frais de renouvellement Freebox.,Désolé pour ce désagrément. Nous vous conseillons de contacter notre service client pour plus d'informations.,Freebox
1820976348183327141,2024-08-07 00:12:48,"<BRAND:free> ça va les pannes ont vous dérange pas ? Soit disant vous avez la meilleure connexion internet, et mon cul c’est du poulet. J’aurais du aller chez orange",On regarde cela. Merci pour votre message et bonne journée en télétravail! 😊 N'hésitez pas à nous contacter si vous avez besoin d'aide. Envoyez-nous votre n° client en DM pour vérification.,"[""Problème réseau""]",Problème réseau,négatif,2,3,open,Client mécontent des pannes réseau malgré les promesses de qualité.,Flavie__wg,Technique,Client mécontent des pannes réseau malgré les promesses de qualité.,Désolé pour ces perturbations. On examine votre cas. Envoyez-nous votre n° client en MP pour une assistance rapide.,Technique
1821057584092107070,2024-08-07 05:35:36,"<BRAND:free> Plus rapide peut-être, MAIS QUAND CA FONCTIONNE. C'est-à-dire que Leon Marchand vous éclate du coup.. mais appelons le 3244 qui te raccroche au nez voyons!",On active une analyse rapide. Merci pour votre message et bonne journée en télétravail! 😊 N'hésitez pas à nous contacter si vous avez besoin d'aide. (thème: []). Pouvez-vous nous confirmer votre numéro de ligne ou identifiant client?,"[""Service après-vente""]",Service après-vente,négatif,2,2,open,Problème de service client et de réseau.,NedxMacBethx,SAV Mobile,Problème de service client et de réseau.,Désolé pour les désagréments. Nous allons approfondir le problème. Pourriez-vous nous fournir votre numéro de ligne ?,SAV Mobile
1821083411152318673,2024-08-07 07:18:13,"<BRAND:free> Rapide la Free box? Ça rame de plus en plus avec la fibre, c'est décevant !",On active une analyse rapide. Merci pour votre retour positif! Nous sommes ravis que l'installation se soit bien passée et que vous puissiez profiter pleinement de votre Freebox. Bon gaming! 😊. Envoyez-nous votre n° client en DM pour vérification.,"[""Freebox""]",Freebox,négatif,2,2,open,Problème de débit avec la fibre Freebox.,Dp2fast4u,Technique,Problème de débit avec la fibre Freebox.,Désolé pour ces lenteurs. On va approfondir le diagnostic. Merci d'envoyer votre n° client en DM.,Technique
1821089225334210888,2024-08-07 07:41:20,<BRAND:free> Ah bon. Parce que bon ça fait depuis fin janvier que j'ai lancé les démarches pour passer à la Ultra et vos services n'ont toujours pas été dans la capacité de m'expédier le boîtier intermédiaire...,"Merci pour votre retour. Bonjour, nous sommes désolés pour cette incident sur votre boîte mail. Nos équipes travaillent activement pour rétablir le service. Nous n'avons pas encore d'es... (thème: []). Pouvez-vous nous transmettre votre numéro de ligne ou identifiant client en message privé pour que","[""Freebox""]",Freebox,négatif,2,2,open,Problème de livraison boîte Freebox Ultra depuis janvier.,Pyokolla,Freebox,Problème de livraison boîte Freebox Ultra depuis janvier.,Désolé pour cette attente. Nous allons accélérer le traitement. Envoyez vos infos en MP.,Freebox
1821092041746452874,2024-08-07 07:52:31,<USER> Il faudrait s'intéresser à <BRAND:free> aussi <NL> Je suis client chez eux et quand je réponds aucun son et ça raccroche... <URL>,"On lance un diagnostic ciblé. Nous sommes sincèrement désolés pour ce contretemps et la réponse qui vous a été apportée, ce n'est pas acceptable. Nous allons immédiatement examiner ce qui s'... Pouvez-vous nous confirmer votre numéro de ligne ou votre identifiant client en MP pour que nous puissions","[""Ligne mobile""]",Ligne mobile,négatif,2,2,open,Problème de son et de raccrochage chez Free Mobile.,FlixFlexxx,SAV Mobile,Problème de son et de raccrochage chez Free Mobile.,"Désolé pour ce problème. Pour mieux vous aider, pourriez-vous nous fournir votre numéro de ligne ou votre identifiant client en message privé ?",SAV Mobile
1821104319791256004,2024-08-07 08:41:18,"<BRAND:free> On en parle de vos « technicien » fibre qui arrivent 2h en retard, ne savent pas percer un trou ni parler français, et veulent finir le travail coûte que coûte (même à 22h…) pour être payé..,?","Bien reçu, on vérifie. Bonjour, nous sommes désolés pour cette incident sur votre boîte mail. Nos équipes travaillent activement pour rétablir le service. Nous n'avons pas encore d'es... (thème: []). Pouvez-vous nous transmettre votre numéro de client en message privé pour que nous accélérions la pr","[""Freebox""]",Freebox,négatif,3,3,open,Retard et compétences douteuses du technicien fibre.,zoub_x,Technique,Retard et compétences douteuses du technicien fibre.,Désolés pour ce désagrément. Nous prenons votre réclamation très au sérieux. Merci de nous transmettre vos coordonnées en MP pour une prise en charge rapide.,Technique
1821105338554171810,2024-08-07 08:45:21,<USER> <BRAND:free> Nan mais j'ai le son de la télé mais genre jsp ça met le son en accéléré tout bzr jsuis obligé de redémarrer ce qui est honteux,Bien noté. Merci pour votre message et bonne journée en télétravail! 😊 N'hésitez pas à nous contacter si vous avez besoin d'aide. (thème: []). Pouvez-vous nous transmettre votre numéro de client en message privé pour que nous accélérions la prise en charge?,"[""Freebox""]",Freebox,négatif,2,2,open,Problème de son accéléré sur la Freebox nécessitant des redémarrages.,Goumoutch,Technique,Problème de son accéléré sur la Freebox nécessitant des redémarrages.,Désolé pour ce désagrément. Essayez une réinitialisation et contactez le SAV si le problème persiste.,Technique
1821106396957450255,2024-08-07 08:49:34,<BRAND:free> Ta grand mère la co marche jamais,"Merci pour l’alerte — on va régler ça. Bonjour, nous sommes désolés pour cette attente. Pouvez-vous nous préciser votre demande ou nous envoyer un message privé pour que nous puissions vous aider rapidement?","[""Problème réseau""]",Problème réseau,négatif,2,2,open,"Problème réseau signalé par le client, demande d'assistance.",Maxou_Brd,Technique,"Problème réseau signalé par le client, demande d'assistance.","Bonjour, nous sommes désolés pour ce désagrément. Pourriez-vous nous fournir plus de détails sur le problème ou nous contacter en MP afin que nous puissions vous aider rapidement ?",Technique
