tweet_id,created_at_dt,text_display,themes_list,primary_label,sentiment_label,llm_urgency_0_3,llm_severity_0_3,status,summary_1l,author,assigned_to,llm_summary,llm_reply_suggestion,routing_team
1814253298322477539,2024-07-19 10:57:48,<USER> <BRAND:freebox> Dites <BRAND:freebox> vous n’avez pas honte de couper toute connexion et d’afficher un message d’erreur sur la freebox « contactez un technicien pour installer la fibre » c’est quoi ce forcing en pleines vacances d’été? Vous pouvez pas attendre la rentrée? On n’est pas encore en 2025!,"[""Facturation"", ""facturation"", ""erreur""]",Facturation,négatif,2,2,a_traiter,Connexion coupée et message d'erreur sur Freebox,cavasesavoir2,auto,"L'utilisateur a constaté une coupure de connexion sur sa Freebox avec un message d'erreur indiquant le besoin de contacter un technicien pour installer la fibre. Cela se produit en pleine période des vacances d'été, ce qui peut être source d'inconvenients pour l'utilisateur.","Nous sommes désolés de ce problème. Nous avons pris connaissance de votre situation et enquêterons immédiatement afin de trouver une solution efficace. Merci de patienter quelques instants, et nous recontacter à l'aide du lien ci-dessous pour vous mettre en relation avec notre équipe technique : [Lien].",Equipe SAV
1814266726114107603,2024-07-19 11:51:09,"<BRAND:free> 3 semaines sans internet et rien ne bouge malgré plusieurs appels, des rendez-vous techniciens annulés... Chez free quand ça fonctionne c'est bien mais quand il y a un problème technique il n'y a plus personne, ni même au téléphone. Chez free j'ai tout compris : FUIR !","[""Facturation"", ""facturation"", ""prelevement""]",Facturation,négatif,2,3,a_traiter,"Client sans internet durant trois semaines, avec annulation de rendez-vous techniques.",reisen67,auto,"Le client est en colère car il n'a pas d'internet depuis trois semaines, malgré plusieurs appels. Les rendez-vous techniques ont été annulés et il reproche à Free qu'il y ait personne pour répondre lorsqu'il y a un problème technique.","Désolé pour votre souffrance, nous allons faire tout notre possible pour rétablir votre service. Nous avons enregistré votre demande et vous contacterons dès que possible.",Equipe SAV
1814276844889289006,2024-07-19 12:31:22,"Impossible de contacter l’assistance free si c’est pas avec le numero de mobile de la personne concernée ! Super, on peut pas aider les retraités !! <BRAND:freebox>","[""Compte/Acces""]",Compte/Acces,négatif,1,2,a_traiter,Impossible de contacter l'assistance Free pour changer le mot de passe,Francedz213,auto,L'utilisateur a signalé des difficultés à contacter l'assistance Free via un autre numéro que le mobile de la personne concernée et souhaite changer son mot de passe Free Foot. Il est soulagé d'avoir pu écrire en message privé pour lui fournir ses informations.,"Nous sommes désolés d’entendre que vous avez eu des difficultés à contacter l'assistance Free. Si vous devez changer votre mot de passe, n'hésitez pas à nous écrire en message privé avec vos informations client et nous répondrons dans les plus brefs délais.",Equipe Support
1814296005510144260,2024-07-19 13:47:30,"<USER> <BRAND:free> l’assistance Free devient complètement aberrante, l’invention de Proxy n’arrange pas moins la situation","[""Support/SAV/Reclamation"", ""Facturation"", ""Proxies""]",Support/SAV/Reclamation,négatif,1,2,a_traiter,Une situation inacceptable avec Proxies Free,enzonaute,auto,"Le client <USER> a signalé un problème avec l'assistance Free, décrivant la situation comme inacceptable. Il mentionne les Proxy et souligne qu'ils ne parviennent pas à régler la situation.","Nous sommes désolés pour cette expérience déplorable et voulons vraiment vous aider. Nous avons noté votre problème avec les Proxy Free, et nous allons le traiter en priorité. Merci de garder la ligne ouverte pour nous fournir plus d'informations si nécessaire.",Equipe SAV
1814299035529834820,2024-07-19 13:59:32,<USER> abonnée myCANAL via <BRAND:free> je n’ai pas récupéré la diffusion sur mon téléviseur….ça fonctionne sur tablette…est-ce normal?,"[""Facturation"", ""Télévision""]",Facturation,négatif,1,2,a_traiter,Problème de réception de la diffusion sur le téléviseur,MissWlad,auto,"L'utilisateur a subi des difficultés à recevoir une diffusion sur son téléviseur, alors qu'il peut recevoir cette même diffusion sur sa tablette. Il demande à savoir si cela fonctionne normalement.",Nous sommes désolés pour votre inconvénient. Une analyse rapide de votre problème est en cours. Merci d'attendre notre contact pour plus d'informations.,Equipe Support/SAV
1814306411746054410,2024-07-19 14:28:51,<USER> <BRAND:free> <USER> Sa donne que j’ai besoin de couverture au travail help me !! saint Pol sur Ternoise 62130 <URL>,"[""Facturation"", ""facturation"", ""prelevement""]",Facturation,négatif,2,2,a_traiter,Client demande couverture au travail à Saint Pol sur Ternoise,raynald62,auto,Le client a demandé de l'aide pour une couverture au travail à Saint Pol sur Ternoise. Il fait référence aux factures et prélevés.,Nous sommes désolées que vous ayez des problèmes avec votre couverture au travail. N'hésitez pas à nous contacter pour obtenir de l'aide rapide.,Equipe Support/SAV
1814314333343465484,2024-07-19 15:00:20,<USER> <USER> <BRAND:freebox> Toujours de chaine 103 et 104 HDR sur <USER> sur ma tv samsung.,"[""Box/TV""]",Box/TV,positif,0,1,clos,Vous utilisez bien votre Freebox Multi-TV avec succès.,mrkilkenny91,auto,Le client mentionne qu'il utilise actuellement ses chaînes HDR sur sa télévision Samsung en utilisant la Freebox Multi-TV. Il semble satisfait du service.,"Merci de votre message ! Vous utilisez bien votre Freebox Multi-TV avec succès.
N'hésitez pas à nous contacter si vous avez des questions ou problèmes.",Support/SAV
1814327641547145515,2024-07-19 15:53:12,<BRAND:free> c'est normal de balader vos clients victimes d'un écrasement de ligne pendant un mois sans aucune information sur un délai d'intervention ? Pourtant la loi vous donne 8 jours pour rétablir la connexion. Ou alors free je n'ai pas tout compris,"[""Facturation"", ""facturation""]",Facturation,négatif,3,2,a_traiter,Client en colère car la Free n'informe pas sur le délai pour rétablir une connexion après un écrasement de ligne pendant un mois.,ADianeadam,auto,"Le client se plaint d'un manque d'information depuis un mois sur la durée nécessaire pour réparer un écrasement de ligne, alors que la loi fixe un délai maximal de huit jours. Il semble en colère et demande des explications.","Nous sommes désolées que vous ayez subi ce problème pendant autant de temps, nous avons pris connaissance de votre situation et nous sommes en train de procéder à la réparation. Votre patience est appréciée.",Equipe SAV
1814334384704565600,2024-07-19 16:20:00,<BRAND:freebox> je n’en peux plus 1 mois que la box s’arrête en pleine journée pour ne redémarrer qu’a 23h impossible de vous joindre ! C’est terminé je résilie. À ce niveau c’est de l’incompétence.,"[""Resiliation"", ""Facturation""]",Resiliation,négatif,2,2,a_traiter,Client colérique annonce la résiliation de son abonnement en raison d'une Freebox qui se rétablit tard dans la journée.,CalieeeFourchon,auto,"Le client, frustré par un débit internet irrégulier et l’impossibilité de joindre le service client, annonce qu’il résilie son abonnement. Il considère que c'est de l’incompétence.","Nous sommes désolés pour votre expérience décevante. Nous enquêterons immédiatement et essayerons de vous apporter une solution pour que notre service soit stable dans les heures de pointe. Pour éviter toute annulation de l’intervention, veuillez nous contacter en privé avec votre numéro client.",Equipe SAV
1814336508846899237,2024-07-19 16:28:27,"<USER> <BRAND:free> il faudrait deja commencer par assurer un reseau correct ! pas de reseau mobile depuis une semaine dans le Nord des Landes, free annonce une maintenance des relais, et maintenant comme ça dure, free accuse Enedis pour une histoire de ""compteur electrique"" de qui se moque t'on ??","[""Reseau/Internet"", ""Maintenance""]",Reseau/Internet,négatif,3,2,a_traiter,Problème de réseau mobile depuis une semaine dans le Nord des Landes,JosDuklein,auto,<USER> a été sans réseau mobile depuis une semaine dans le Nord des Landes. Il a signalé un problème de maintenance des relais et accuse Enedis pour un problème d'électricité. Notre équipe doit enquêter sur cette affaire urgent.,"Désolé pour ces difficultés, <USER>. Nous sommes en train de travailler sur ce problème et vous informerons à l'instant. Merci de votre patience.",Equipe Reseau
1814336903992541578,2024-07-19 16:30:01,C’est quoi le problème avec <BRAND:free> ? La wifi de chez moi n’arrête pas de sauter. Je paye 48€ par mois pour ne pas avoir de connexion. Foutaise !,"[""Facturation"", ""facturation""]",Facturation,négatif,1,2,a_traiter,Utilisateur ne dispose pas de connexion Wi-Fi malgré paiement mensuel,DebyZknd,auto,"L'utilisateur se plaint d'un problème récurrent d'annulation de son accès internet chez lui, pour lequel il paie un montant mensuel de 48€. Il s’exprime négativement envers la marque Free.",Nous comprenons votre frustration et nous sommes désolés de l'expérience que vous avez avec nous. Nous allons vous contacter rapidement pour trouver une solution à ce problème.,Equipe SAV
1814348139559612633,2024-07-19 17:14:40,"Commence vraiment à m'agacer <BRAND:freebox>. 3 jours pas de Tv pas d'internet, censé être rétabli à 16h, toujours rien. C'est pas la 1ere fois que ça merde","[""Reseau/Internet"", ""Box/TV""]",Reseau/Internet,négatif,3,2,a_traiter,Problème récurrent avec la box Freebox pour Tv et internet,AnaisSeref,auto,"L'utilisateur est en colère car il n'a pas de TV ni d'internet depuis 3 jours, malgré une promesse de réparation à 16h. Il indique que c'est déjà la première fois qu'il a cette situation.","Nous sommes désolés pour ce problème récurrent. Nous allons nous charger de vérifier si tout est en ordre avec votre box Freebox. Si vous avez des informations supplémentaires, ne hesitez pas à les nous communiquer.",Equipe Support/SAV
1814348364185538617,2024-07-19 17:15:33,La diffusion de <USER> interrompue depuis plus de dix’ minutes sur <BRAND:free> #freebox <BRAND:freebox>,"[""Box/TV"", ""Facturation""]",Box/TV,négatif,1,2,a_traiter,La diffusion de <USER> interrompue depuis plus d'un quart d'heure sur Free.,Fab_LCL,auto,"Le client a signalé une interruption de la diffusion depuis plus d'une demi-heure sur Free. Il s'agit peut-être d'un problème avec sa Freebox, car il mentionne la marque.","Désolé pour le gâchis de temps, <USER>. Notre équipe de SAV sera heureuse d’enquêter sur ce problème. Pour nous aider à résoudre votre problème plus rapidement, transmettez-nous votre identifiant client en message privé.",Equipe SAV
1814348631937311037,2024-07-19 17:16:37,"<BRAND:freebox> <BRAND:free>

Coucou !
Je n'arrive pas à me faire comprendre par votre conseiller,

Je souhaite avoir &gt; Freebox Ultra.
Je possède déjà un abo netflix + prime :

Je n'aurai plus qu'à payer la différence entre le tarif de votre forfait Netflix et le prix de ma formule ?","[""Compte/Acces"", ""facturation""]",Compte/Acces,positif,1,2,a_traiter,Client souhaite changer de forfait et veut savoir quelle est la différence de prix.,Lecteur_Du_Soir,auto,"Le client est déjà abonné à Netflix + Prime, il souhaite prendre le Freebox Ultra en payant seulement la différence entre son forfait actuel de Netflix et le prix de sa nouvelle formule. Il a rencontré quelques difficultés avec le conseiller.","Pour vous aider à changer de forfait, je vous suggère la formule suivante : '<forfait_recommandé>'. Elle comprend Freebox Ultra et une offre Netflix réduite. Si cela ne convient pas à vos besoins, merci de me donner des informations supplémentaires pour que nous puissions vous aider correctement.",Equipe Support/SAV
1814348648827834768,2024-07-19 17:16:41,"<BRAND:freebox> bonjour, pas mal de problème de réception chaînes, êtes-vous confronté à divers problèmes ? Merci pour votre retour","[""Reseau/Internet""]",Reseau/Internet,négatif,2,1,a_traiter,Problème de réception des chaînes Freebox,frigotier59,auto,L'utilisateur rencontre des difficultés pour recevoir les chaînes en utilisant sa Freebox. Il demande à savoir si nous avons déjà rencontré des problèmes similaires.,"Nous sommes désolés pour votre agrément, Monsieur/Madame. Nous allons vérifier la situation de vos chaînes Freebox. Veuillez nous signaler si vous rencontrez d'autres problèmes.",Equipe Support
1814350121863180290,2024-07-19 17:22:32,"<USER> <USER> <BRAND:free> <BRAND:freebox> J'ai FR2/FR3 et quelques autres où j'ai un écran noir. BFM ça s'arrête, revient, s'arrête.....","[""Reseau/Internet""]",Reseau/Internet,négatif,2,2,a_traiter,Problème de vidéo noire sur Freebox,Michaela31700,auto,L'utilisateur rencontre des problèmes répétés d'écran noir avec son Freebox. Il a déjà tenté de régler le problème mais sans succès.,"Nous sommes désolés pour votre inconvenient, <USER>. Nous allons vérifier le fonctionnement de votre connexion internet. Pour cela, pouvez-vous nous envoyer votre numéro de client via message privé?",Equipe SAV
1814351024800338122,2024-07-19 17:26:07,<USER> <BRAND:free> Je pensais être le seul ça me clc la sah,"[""Support/SAV/Reclamation"", ""facturation"", ""prelevement""]",Support/SAV/Reclamation,négatif,3,2,a_traiter,Utilisateur en colère à propos d'un prélevement sur le compte,Azyakitte,auto,L'utilisateur a signalé un problème de facturation et est en colère car une opération de prélèvement s'est déroulée malgré son accord. Il souhaite donc que notre équipe prenne contact avec lui pour régler ce problème.,"Désolé pour votre incompréhension, <USER>. Nous sommes en train de vérifier le statut de votre prélèvement et nous vous contacterons bientôt.",Equipe SAV
1814351117712818309,2024-07-19 17:26:30,"<USER> <USER> <USER> <USER> <USER> Ho <BRAND:free> c'est quoi cette merde là j'ai beau redémarrer la box,
là chaine l'équipe 21 fait que de couper
Sur mycanal ça coupe pas...","[""Box/TV""]",Box/TV,négatif,2,1,a_traiter,Difficultés avec la chaîne l'équipe 21 sur Freebox,kaelinou,auto,L'utilisateur rencontre des problèmes de réception de la chaîne L'Équipe 21 sur sa Freebox. Il a déjà essayé de redémarrer la box sans résultat.,"Nous sommes désolés pour ce malheur, <USER>. Nous allons vous contacter par DM pour diagnostiquer votre Freebox et trouver une solution rapide à votre problème. Merci de patienter.",Equipe Support/SAV
1814351196942970891,2024-07-19 17:26:49,"<BRAND:free> je tente de regarder le rugby sur <USER> là... C'est un enfer ça saute toute les 2 secondes. C'est partout chez vous ou juste moi ? En attendant je coupe, c'est infernal 😩 <URL>","[""Box/TV""]",Box/TV,négatif,1,2,a_traiter,Difficulté à regarder le rugby sur votre téléviseur satellite,Heddicmi,auto,Utilisateur est en difficulte pour regarder le rugby sur son téléviseur satellite. Il est négatif et signale que les images sautent toutes les deux secondes.,Nous sommes désolés pour votre expérience. Votre demande sera traitée par notre équipe technique. Merci de rester patient.,Equipe Support
