intent,subintent,tone,urgency_bucket,opener,body,cta,reply,tags,lang,length,source_intent_col,source_theme_col,source_sentiment_col
Box/TV,"[""['Box/TV'"", ""'Insatisfaction/Colère']""]",neu,low,On lance les vérifications à l’instant.,"Bonjour, nous sommes désolés pour ces désagréments. Nous allons transmettre votre retour à notre service dédié pour étudier un geste commercial. Concernant les... (thème: [""['Box/TV']""])",Pouvez-vous nous transmettre en DM votre numéro de client ou d'abonné pour que nous vérifiions cette situation avec vous ?,"On lance les vérifications à l’instant. Bonjour, nous sommes désolés pour ces désagréments. Nous allons transmettre votre retour à notre service dédié pour étudier un geste commercial. Concernant les... (thème: [""['Box/TV']""]). Pouvez-vous nous transmettre en DM votre numéro de client ou d'abonné pour que nous vérifiions cette situation avec vous?","[""['box/tv'"", ""'compte/acces']""],box/tv,low,neutre",fr,short,primary_label,themes,sentiment_label
Box/TV,"[""['Facturation'"", ""'Box/TV']""]",pro,low,Pris en compte.,"Bonjour, nous sommes désolés pour cette désagrément. Pouvez-vous nous confirmer si le incident persiste après un nouveau redémarrage ? Si oui, nous allons exami...",Contactez-nous en DM avec votre identifiant pour un diagnostic de la box.,"Pris en compte. Bonjour, nous sommes désolés pour cette désagrément. Pouvez-vous nous confirmer si le incident persiste après un nouveau redémarrage? Si oui, nous allons exami... Contactez-nous en DM avec votre identifiant pour un diagnostic de la box.","[""['box/tv'"", ""'commande/livraison']""],box/tv,negatif,normal",fr,medium,primary_label,themes,sentiment_label
Box/TV,"[""['Reseau/Internet'"", ""'Box/TV'"", ""'Compte/Acces']""]",tech,normal,On passe en revue la configuration.,"Nous sommes désolés pour cette désagrément. Pouvez-vous nous confirmer si le incident persiste ? Nous pouvons examiner l'état de votre ligne et vous proposer un... (thème: [""['Box/TV']""])",Pouvez-vous nous transmettre votre numéro de client ou d'abonné en message privé pour que nous vérifiions les détails de votre commande et adressions ce incident ?,"On passe en revue la configuration. Nous sommes désolés pour cette désagrément. Pouvez-vous nous confirmer si le incident persiste? Nous pouvons examiner l'état de votre ligne et vous proposer un... (thème: [""['Box/TV']""]). Pouvez-vous nous transmettre votre numéro de client ou d'abonné en message privé pour que nous vérifiions les détails de votre commande et adressions ce incident?","[""['box/tv'"", ""'insatisfaction/colère']""],box/tv,low,negatif",fr,short,primary_label,themes,sentiment_label
Box/TV,"[""['Reseau/Internet'"", ""'Box/TV'"", ""'Support/SAV/Reclamation']""]",tech,normal,Merci pour votre message.,"Nous sommes désolés pour ce délai de réponse, qui ne correspond pas à nos standards de qualité. Votre demande est maintenant notre priorité. Pouvez-vous nous pr...",Pouvez-vous nous transmettre en DM votre numéro de client ou d'abonné pour que nous vérifiions cette situation avec vous ?,"Merci pour votre message. Nous sommes désolés pour ce délai de réponse, qui ne correspond pas à nos standards de qualité. Votre demande est maintenant notre priorité. Pouvez-vous nous pr... Pouvez-vous nous transmettre en DM votre numéro de client ou d'abonné pour que nous vérifiions cette situation avec vous?","[""['box/tv'"", ""'support/sav/reclamation']""],box/tv,low,neutre",fr,medium,primary_label,themes,sentiment_label
Box/TV,"[""['Reseau/Internet'"", ""'Box/TV'"", ""'Support/SAV/Reclamation']""]",pro,normal,Merci pour l’alerte — on va régler ça.,"Bonjour, désolé pour ce désagrément. Pouvez-vous examiner si votre Freebox est bien connectée à Internet et redémarrée ? Si le incident persiste, je peux vous aider à diagnostiquer cela. (thème: [""['Box/TV']""])",Contactez-nous en DM avec votre identifiant afin d’accélérer le traitement.,"Merci pour l’alerte — on va régler ça. Bonjour, désolé pour ce désagrément. Pouvez-vous examiner si votre Freebox est bien connectée à Internet et redémarrée? Si le incident persiste, je peux vous aider à diagnostiquer cela. (thème: [""['Box/TV']""]). Contactez-nous en DM avec votre identifiant afin d’accélérer le traitement.","[""['box/tv'"", ""'compte/acces']""],box/tv,low,neutre",fr,medium,primary_label,themes,sentiment_label
Box/TV,"[""['Reseau/Internet'"", ""'Box/TV'"", ""'Compte/Acces'"", ""'Insatisfaction/Colère']""]",neg,normal,On vérifie les paramètres de ligne.,"Nous sommes désolés pour cette désagrément. Pouvez-vous nous préciser si le incident persiste actuellement ? Nous pouvons examiner ensemble les solutions possib... (thème: [""['Box/TV']""])",Transmettez en DM votre identifiant client et la référence de votre box/TV.,"On vérifie les paramètres de ligne. Nous sommes désolés pour cette désagrément. Pouvez-vous nous préciser si le incident persiste actuellement? Nous pouvons examiner ensemble les solutions possib... (thème: [""['Box/TV']""]). Transmettez en DM votre identifiant client et la référence de votre box/TV.","[""['box/tv'"", ""'commande/livraison']""],box/tv,negatif,normal",fr,long,primary_label,themes,sentiment_label
Box/TV,"[""['Reseau/Internet'"", ""'Box/TV'"", ""'Support/SAV/Reclamation']""]",neu,low,Désolés pour la situation rencontrée.,"Bonjour, nous travaillons activement sur la résolution des problèmes liés à l'étape 3D dans la région nantaise. Malheureusement, nous ne pouvons pas encore comm... (thème: [""['Box/TV']""])",Pouvez-vous nous transmettre en DM votre numéro de client ou l'ordre d'intervention pour que nous puissions identifier le technicien et prendre les mesures nécessaires ?,"Désolés pour la situation rencontrée. Bonjour, nous travaillons activement sur la résolution des problèmes liés à l'étape 3D dans la région nantaise. Malheureusement, nous ne pouvons pas encore comm... (thème: [""['Box/TV']""]). Pouvez-vous nous transmettre en DM votre numéro de client ou l'ordre d'intervention pour que nous puissions identifier le technicien et prendre les mesures nécessaires?","[""['box/tv'"", ""'support/sav/reclamation']""],box/tv,low,neutre",fr,short,primary_label,themes,sentiment_label
Box/TV,"[""['Box/TV'"", ""'Commercial/Offre']""]",tech,low,On s’en charge immédiatement.,"Bonjour, je peux vous aider. Pouvez-vous préciser votre demande (Freebox, mobile, facturation, etc.) ? (thème: [""['Box/TV']""])",Contactez-nous en DM avec votre identifiant pour un diagnostic de la box.,"On s’en charge immédiatement. Bonjour, je peux vous aider. Pouvez-vous préciser votre demande (Freebox, mobile, facturation, etc.)? (thème: [""['Box/TV']""]). Contactez-nous en DM avec votre identifiant pour un diagnostic de la box.","[""['reseau/internet'"", ""'box/tv']""],box/tv,low,negatif",fr,short,primary_label,themes,sentiment_label
Box/TV,"[""['Box/TV'"", ""'Insatisfaction/Colère']""]",brief,normal,Nous prenons en charge votre demande.,"Nous sommes désolés pour cette situation. Pouvez-vous nous transmettre votre numéro de compte ou adresse en MP pour que nous puissions organiser une nouvelle intervention rapidement ? (thème: [""['Box/TV'"")",Envoyez-nous votre n° client en DM pour vérification.,"Nous prenons en charge votre demande. Nous sommes désolés pour cette situation. Pouvez-vous nous transmettre votre numéro de compte ou adresse en MP pour que nous puissions organiser une nouvelle intervention rapidement? (thème: [""['Box/TV'""). Envoyez-nous votre n° client en DM pour vérification.","[""['box/tv'"", ""'annonce/marketing']""],box/tv,low,negatif",fr,long,primary_label,themes,sentiment_label
Box/TV,"[""['Box/TV']""]",neg,normal,On passe en revue la configuration.,"Bonjour, nous sommes désolés pour ce désagrément. Pouvez-vous examiner si votre Freebox est bien allumée et connectée ? Si le incident persiste, nous pouvons ef...",Pouvez-vous nous confirmer votre numéro de ligne ou identifiant client en MP pour que nous puissions examiner et accélérer la résolution de votre incident ?,"On passe en revue la configuration. Bonjour, nous sommes désolés pour ce désagrément. Pouvez-vous examiner si votre Freebox est bien allumée et connectée? Si le incident persiste, nous pouvons ef... Pouvez-vous nous confirmer votre numéro de ligne ou identifiant client en MP pour que nous puissions examiner et accélérer la résolution de votre incident?","[""['reseau/internet'"", ""'box/tv']""],box/tv,negatif,normal",fr,long,primary_label,themes,sentiment_label
Box/TV,"[""['Box/TV'"", ""'Resiliation']""]",neu,normal,On s’en charge immédiatement.,"Bonjour, nous sommes désolés pour cette incident dans le 34. Nous vérifions immédiatement l'état du réseau. Pouvez-vous nous confirmer si votre Freebox est bien...",Envoyez-nous votre n° client en DM pour vérification.,"On s’en charge immédiatement. Bonjour, nous sommes désolés pour cette incident dans le 34. Nous vérifions immédiatement l'état du réseau. Pouvez-vous nous confirmer si votre Freebox est bien... Envoyez-nous votre n° client en DM pour vérification.","[""['box/tv'"", ""'insatisfaction/colère']""],box/tv,negatif,normal",fr,short,primary_label,themes,sentiment_label
Box/TV,"[""['Box/TV'"", ""'Support/SAV/Reclamation'"", ""'Commercial/Offre']""]",neu,normal,Merci pour votre retour.,Nous sommes désolés pour cette désagrément. Pouvez-vous nous confirmer si le incident persiste ? Nous pouvons examiner l'état de votre ligne et vous proposer une assistance technique si nécessaire.,Nous allons vous envoyer un message privé pour vous aider rapidement.,Merci pour votre retour. Nous sommes désolés pour cette désagrément. Pouvez-vous nous confirmer si le incident persiste? Nous pouvons examiner l'état de votre ligne et vous proposer une assistance technique si nécessaire. Nous allons vous envoyer un message privé pour vous aider rapidement.,"[""['box/tv']""],box/tv,low,negatif",fr,medium,primary_label,themes,sentiment_label
Box/TV,"[""['Box/TV'"", ""'Commande/Livraison']""]",neu,normal,On passe en revue la configuration.,"Nous sommes désolés pour cette situation. Pouvez-vous nous préciser la nature du incident rencontré avec votre connexion ? (thème: [""['Box/TV'"")",Pouvez-vous nous confirmer votre numéro de ligne ou identifiant client en MP pour que nous étudiions cela ensemble ?,"On passe en revue la configuration. Nous sommes désolés pour cette situation. Pouvez-vous nous préciser la nature du incident rencontré avec votre connexion? (thème: [""['Box/TV'""). Pouvez-vous nous confirmer votre numéro de ligne ou identifiant client en MP pour que nous étudiions cela ensemble?","[""['box/tv'"", ""'compte/acces']""],box/tv,low,negatif",fr,long,primary_label,themes,sentiment_label
Box/TV,"[""['Reseau/Internet'"", ""'Box/TV'"", ""'Compte/Acces'"", ""'Insatisfaction/Colère']""]",neu,normal,On active une analyse rapide.,"Bonjour, nous sommes désolés pour ces désagréments. Pour analyser la situation, pourriez-vous me confirmer votre numéro de ligne Freebox et votre numéro de mobile ? Je vérifie immédiatement.",Pouvez-vous nous transmettre votre numéro de commande ou identifiant client en message privé pour que nous puissions suivre cela en urgence ?,"On active une analyse rapide. Bonjour, nous sommes désolés pour ces désagréments. Pour analyser la situation, pourriez-vous me confirmer votre numéro de ligne Freebox et votre numéro de mobile? Je vérifie immédiatement. Pouvez-vous nous transmettre votre numéro de commande ou identifiant client en message privé pour que nous puissions suivre cela en urgence?","[""['box/tv'"", ""'commercial/offre']""],box/tv,low,positif",fr,medium,primary_label,themes,sentiment_label
Box/TV,"[""['Box/TV'"", ""'Compte/Acces']""]",neu,normal,Compris.,"Bonjour, les étiquettes de retour pour votre matériel Freebox vous parviendront sous peu par email ou courrier. Vous ne pouvez pas rendre le matériel directemen... (thème: [""['Box/TV']""])",Pouvez-vous nous transmettre votre numéro de commande ou identifiant client en message privé pour que nous puissions suivre cela en urgence ?,"Compris. Bonjour, les étiquettes de retour pour votre matériel Freebox vous parviendront sous peu par email ou courrier. Vous ne pouvez pas rendre le matériel directemen... (thème: [""['Box/TV']""]). Pouvez-vous nous transmettre votre numéro de commande ou identifiant client en message privé pour que nous puissions suivre cela en urgence?","[""['box/tv'"", ""'compte/acces']""],box/tv,negatif,normal",fr,short,primary_label,themes,sentiment_label
Box/TV,"[""['Reseau/Internet'"", ""'Box/TV'"", ""'Compte/Acces'"", ""'Insatisfaction/Colère']""]",neu,normal,On regarde cela.,"Merci pour votre retour positif ! Nous sommes ravis que ces nouvelles fonctionnalités vous plaisent. N'hésitez pas à nous faire savoir si vous rencontrez des bugs ou si tout fonctionne bien pour vous. Bonne journée avec votre Freebox 4K ! 😊 (thème: [""['Box/TV']""])",Pouvez-vous nous transmettre votre numéro de ligne ou identifiant client en message privé pour que nous puissions suivre ce compte en urgence ?,"On regarde cela. Merci pour votre retour positif! Nous sommes ravis que ces nouvelles fonctionnalités vous plaisent. N'hésitez pas à nous faire savoir si vous rencontrez des bugs ou si tout fonctionne bien pour vous. Bonne journée avec votre Freebox 4K! 😊 (thème: [""['Box/TV']""]). Pouvez-vous nous transmettre votre numéro de ligne ou identifiant client en message privé pour que nous puissions suivre ce compte en urgence?","[""['box/tv'"", ""'resiliation']""],box/tv,low,negatif",fr,short,primary_label,themes,sentiment_label
Box/TV,"[""['Box/TV'"", ""'Support/SAV/Reclamation'"", ""'Insatisfaction/Colère']""]",brief,normal,Désolés pour la situation rencontrée.,"Bonjour, nous travaillons activement sur la résolution des problèmes liés à l'étape 3D dans la région nantaise. Malheureusement, nous ne pouvons pas encore communiquer d'ETA précis, mais nous vous tiendrons informé dès que possible. Merci pour votre patience. (thème: [""['Box/TV']""])",Pouvez-vous nous préciser votre demande ou nous envoyer un message privé pour que nous puissions vous aider rapidement ?,"Désolés pour la situation rencontrée. Bonjour, nous travaillons activement sur la résolution des problèmes liés à l'étape 3D dans la région nantaise. Malheureusement, nous ne pouvons pas encore communiquer d'ETA précis, mais nous vous tiendrons informé dès que possible. Merci pour votre patience. (thème: [""['Box/TV']""]). Pouvez-vous nous préciser votre demande ou nous envoyer un message privé pour que nous puissions vous aider rapidement?","[""['box/tv'"", ""'commercial/offre']""],box/tv,low,positif",fr,short,primary_label,themes,sentiment_label
Box/TV,"[""['Box/TV']""]",pro,normal,On vérifie et on vous tient informé.,"Bonjour, les étiquettes de retour pour votre matériel Freebox vous parviendront sous peu par email ou courrier. Vous ne pouvez pas rendre le matériel directemen... (thème: [""['Box/TV']""])",Pouvez-vous nous confirmer votre numéro de ligne ou votre identifiant client en MP pour que nous puissions examiner et accélérer la résolution ?,"On vérifie et on vous tient informé. Bonjour, les étiquettes de retour pour votre matériel Freebox vous parviendront sous peu par email ou courrier. Vous ne pouvez pas rendre le matériel directemen... (thème: [""['Box/TV']""]). Pouvez-vous nous confirmer votre numéro de ligne ou votre identifiant client en MP pour que nous puissions examiner et accélérer la résolution?","[""['box/tv']""],box/tv,low,positif",fr,short,primary_label,themes,sentiment_label
Box/TV,"[""['Box/TV'"", ""'Support/SAV/Reclamation'"", ""'Insatisfaction/Colère']""]",brief,low,On s’en charge immédiatement.,"Bonjour, nous sommes désolés pour cette situation. Pouvez-vous nous préciser le numéro que vous composez ? Nous allons examiner cela immédiatement et vous orienter vers une solution. (thème: [""['Box/TV']""])",Pouvez-vous nous transmettre votre numéro de ligne ou identifiant client en message privé pour que nous puissions suivre ce compte en urgence ?,"On s’en charge immédiatement. Bonjour, nous sommes désolés pour cette situation. Pouvez-vous nous préciser le numéro que vous composez? Nous allons examiner cela immédiatement et vous orienter vers une solution. (thème: [""['Box/TV']""]). Pouvez-vous nous transmettre votre numéro de ligne ou identifiant client en message privé pour que nous puissions suivre ce compte en urgence?","[""['box/tv'"", ""'commercial/offre']""],box/tv,low,neutre",fr,medium,primary_label,themes,sentiment_label
Box/TV,"[""['Box/TV'"", ""'Commande/Livraison']""]",pro,normal,On passe en revue la configuration.,"Nous sommes désolés pour ce désagrément. Pouvez-vous nous préciser si le incident concerne la connexion internet, la télévision ou les deux ? Nous allons examiner cela ensemble. (thème: [""['Box/TV']""])",Pouvez-vous nous transmettre en DM votre numéro de client ou l'ordre d'intervention pour que nous puissions identifier le technicien et prendre les mesures nécessaires ?,"On passe en revue la configuration. Nous sommes désolés pour ce désagrément. Pouvez-vous nous préciser si le incident concerne la connexion internet, la télévision ou les deux? Nous allons examiner cela ensemble. (thème: [""['Box/TV']""]). Pouvez-vous nous transmettre en DM votre numéro de client ou l'ordre d'intervention pour que nous puissions identifier le technicien et prendre les mesures nécessaires?","[""['box/tv'"", ""'commercial/offre']""],box/tv,low,neutre",fr,medium,primary_label,themes,sentiment_label
Box/TV,"[""['Facturation'"", ""'Reseau/Internet'"", ""'Box/TV']""]",brief,low,Merci pour votre message.,"Bonjour, les 49€ correspondent aux frais de renouvellement ou de remplacement du matériel Freebox. Cela inclut bien le serveur et le répéteur si nécessaire. Nous restons à votre disposition pour plus de précisions. (thème: [""['Box/TV']""])",Contactez-nous en DM avec votre identifiant afin d’accélérer le traitement.,"Merci pour votre message. Bonjour, les 49€ correspondent aux frais de renouvellement ou de remplacement du matériel Freebox. Cela inclut bien le serveur et le répéteur si nécessaire. Nous restons à votre disposition pour plus de précisions. (thème: [""['Box/TV']""]). Contactez-nous en DM avec votre identifiant afin d’accélérer le traitement.","[""['box/tv'"", ""'insatisfaction/colère']""],box/tv,low,negatif",fr,long,primary_label,themes,sentiment_label
Box/TV,"[""['Box/TV']""]",neg,normal,On lance les vérifications à l’instant.,"Bonjour, nous sommes à votre écoute. Pouvez-vous nous en dire plus sur votre demande afin que nous puissions vous orienter au mieux ?",Pouvez-vous nous transmettre votre numéro de client ou d'abonné en message privé pour que nous vérifiions les détails de votre commande et adressions ce incident ?,"On lance les vérifications à l’instant. Bonjour, nous sommes à votre écoute. Pouvez-vous nous en dire plus sur votre demande afin que nous puissions vous orienter au mieux? Pouvez-vous nous transmettre votre numéro de client ou d'abonné en message privé pour que nous vérifiions les détails de votre commande et adressions ce incident?","[""['box/tv']""],box/tv,low,negatif",fr,long,primary_label,themes,sentiment_label
Box/TV,"[""['Box/TV'"", ""'Insatisfaction/Colère']""]",pos,low,Merci pour l’info !,"Bonjour, pour étudier une offre plus adaptée à vos besoins, je vous invite à consulter notre page dédiée aux offres ou à contacter notre service commercial au [...",Pouvez-vous nous transmettre votre numéro de client ou de rendez-vous en message privé pour que nous puissions investiguer et vous proposer une solution immédiate ?,"Merci pour l’info! Bonjour, pour étudier une offre plus adaptée à vos besoins, je vous invite à consulter notre page dédiée aux offres ou à contacter notre service commercial au [... Pouvez-vous nous transmettre votre numéro de client ou de rendez-vous en message privé pour que nous puissions investiguer et vous proposer une solution immédiate?","[""['box/tv'"", ""'annonce/marketing']""],box/tv,low,negatif",fr,long,primary_label,themes,sentiment_label
Box/TV,"[""['Box/TV'"", ""'Insatisfaction/Colère']""]",brief,low,On teste votre route vers le réseau.,"Bonjour, nous sommes désolés pour ces désagréments répétés. Pouvez-vous nous préciser la nature des problèmes rencontrés ? Nous allons vous aider à résoudre cela. (thème: [""['Box/TV']""])",Pouvez-vous nous transmettre vos coordonnées en DM pour que nous puissions investiguer en urgence et trouver une solution immédiate ?,"On teste votre route vers le réseau. Bonjour, nous sommes désolés pour ces désagréments répétés. Pouvez-vous nous préciser la nature des problèmes rencontrés? Nous allons vous aider à résoudre cela. (thème: [""['Box/TV']""]). Pouvez-vous nous transmettre vos coordonnées en DM pour que nous puissions investiguer en urgence et trouver une solution immédiate?","[""['reseau/internet'"", ""'box/tv'"", ""'compte/acces']""],box/tv,negatif,normal",fr,short,primary_label,themes,sentiment_label
Box/TV,"[""['Box/TV'"", ""'Commande/Livraison']""]",neu,low,"Parfait, on avance dessus.","Bonjour, nous sommes désolés pour cette interruption. Pour examiner si ce redémarrage est normal ou lié à une mise à jour, pourriez-vous nous indiquer si le voyant de votre Freebox est stable maintenant ? Si le incident persiste, nous pouvons analyser cela ensemble.",Pouvez-vous nous transmettre en DM votre numéro de client ou d'abonné pour que nous vérifiions cette situation avec vous ?,"Parfait, on avance dessus. Bonjour, nous sommes désolés pour cette interruption. Pour examiner si ce redémarrage est normal ou lié à une mise à jour, pourriez-vous nous indiquer si le voyant de votre Freebox est stable maintenant? Si le incident persiste, nous pouvons analyser cela ensemble. Pouvez-vous nous transmettre en DM votre numéro de client ou d'abonné pour que nous vérifiions cette situation avec vous?","[""['box/tv']""],box/tv,low,positif",fr,short,primary_label,themes,sentiment_label
Box/TV,"[""['Reseau/Internet'"", ""'Box/TV']""]",tech,normal,Vu.,"Bonjour, nous sommes désolés pour les désagréments rencontrés. Pouvez-vous nous préciser si le incident concerne toutes les chaînes ou seulement certaines ? Nous allons examiner cela pour vous. (thème: [""['Box/TV']""])",Pouvez-vous nous transmettre votre numéro de client ou de rendez-vous en message privé pour que nous puissions investiguer et vous proposer une solution immédiate ?,"Vu. Bonjour, nous sommes désolés pour les désagréments rencontrés. Pouvez-vous nous préciser si le incident concerne toutes les chaînes ou seulement certaines? Nous allons examiner cela pour vous. (thème: [""['Box/TV']""]). Pouvez-vous nous transmettre votre numéro de client ou de rendez-vous en message privé pour que nous puissions investiguer et vous proposer une solution immédiate?","[""['box/tv'"", ""'compte/acces']""],box/tv,low,neutre",fr,long,primary_label,themes,sentiment_label
Box/TV,"[""['Reseau/Internet'"", ""'Box/TV'"", ""'Compte/Acces'"", ""'Insatisfaction/Colère']""]",brief,low,Vu.,"Bonjour ! Avec l'offre Freebox Revolution Light, le player Devialet n'est pas inclus. Cependant, vous pouvez utiliser un player Devialet séparément s'il est com... (thème: [""['Box/TV'"")",Contactez-nous en DM avec votre identifiant pour un diagnostic de la box.,"Vu. Bonjour! Avec l'offre Freebox Revolution Light, le player Devialet n'est pas inclus. Cependant, vous pouvez utiliser un player Devialet séparément s'il est com... (thème: [""['Box/TV'""). Contactez-nous en DM avec votre identifiant pour un diagnostic de la box.","[""['box/tv'"", ""'commercial/offre']""],box/tv,low,positif",fr,long,primary_label,themes,sentiment_label
Box/TV,"[""['Box/TV'"", ""'Support/SAV/Reclamation'"", ""'Commercial/Offre']""]",brief,low,Merci pour l’alerte — on va régler ça.,"Bonjour, merci pour votre retour. Nous sommes désolés pour ce dysfonctionnement. Pouvez-vous nous préciser si le incident persiste ou si vous avez besoin d'aide pour diagnostiquer votre Freebox ? Nous pouvons vous guider manuellement si nécessaire.",Vous pouvez nous envoyer un message en DM pour que nous puissions vous aider rapidement.,"Merci pour l’alerte — on va régler ça. Bonjour, merci pour votre retour. Nous sommes désolés pour ce dysfonctionnement. Pouvez-vous nous préciser si le incident persiste ou si vous avez besoin d'aide pour diagnostiquer votre Freebox? Nous pouvons vous guider manuellement si nécessaire. Vous pouvez nous envoyer un message en DM pour que nous puissions vous aider rapidement.","[""['box/tv'"", ""'commercial/offre']""],box/tv,low,neutre",fr,medium,primary_label,themes,sentiment_label
Box/TV,"[""['Box/TV'"", ""'Resiliation']""]",tech,normal,Merci pour l’info !,"Nous sommes désolés pour les désagréments rencontrés avec votre Freebox. Avant de prendre une décision, pourrions-nous examiner si une solution technique est po... (thème: [""['Box/TV'"")",Pouvez-vous nous transmettre votre numéro de client ou de rendez-vous en message privé pour que nous puissions investiguer et vous proposer une solution immédiate ?,"Merci pour l’info! Nous sommes désolés pour les désagréments rencontrés avec votre Freebox. Avant de prendre une décision, pourrions-nous examiner si une solution technique est po... (thème: [""['Box/TV'""). Pouvez-vous nous transmettre votre numéro de client ou de rendez-vous en message privé pour que nous puissions investiguer et vous proposer une solution immédiate?","[""['box/tv'"", ""'support/sav/reclamation']""],box/tv,low,neutre",fr,medium,primary_label,themes,sentiment_label
Box/TV,"[""['Box/TV'"", ""'Annonce/Marketing']""]",brief,normal,"Bonne nouvelle, on s’en occupe rapidement.","Bonjour, nous sommes désolés pour cette situation. Pouvez-vous nous confirmer si votre abonnement Canal est bien actif dans votre espace client Free ? Nous allons examiner cela pour vous et vous orienter vers une solution.",Pouvez-vous nous transmettre votre numéro de commande ou identifiant client en message privé pour que nous puissions suivre cela en urgence ?,"Bonne nouvelle, on s’en occupe rapidement. Bonjour, nous sommes désolés pour cette situation. Pouvez-vous nous confirmer si votre abonnement Canal est bien actif dans votre espace client Free? Nous allons examiner cela pour vous et vous orienter vers une solution. Pouvez-vous nous transmettre votre numéro de commande ou identifiant client en message privé pour que nous puissions suivre cela en urgence?","[""['box/tv'"", ""'resiliation']""],box/tv,negatif,normal",fr,medium,primary_label,themes,sentiment_label
Box/TV,"[""['Box/TV'"", ""'Resiliation']""]",tech,normal,On vérifie et on vous tient informé.,"Nous sommes désolés pour cette expérience. (thème: [""['Box/TV'"")",Envoyez-nous votre n° client en DM pour vérification.,"On vérifie et on vous tient informé. Nous sommes désolés pour cette expérience. (thème: [""['Box/TV'""). Envoyez-nous votre n° client en DM pour vérification.","[""['box/tv'"", ""'compte/acces']""],box/tv,low,neutre",fr,long,primary_label,themes,sentiment_label
Box/TV,"[""['Facturation'"", ""'Box/TV']""]",brief,low,Merci pour votre retour.,"Bonjour, nous sommes désolés pour cette incident de connexion ce matin. Nous pouvons examiner les causes de cette interruption et vous tenir informé. Pouvez-vou... (thème: [""['Box/TV'"")",Pouvez-vous nous transmettre votre numéro de commande ou identifiant client en message privé pour que nous puissions suivre cela en urgence ?,"Merci pour votre retour. Bonjour, nous sommes désolés pour cette incident de connexion ce matin. Nous pouvons examiner les causes de cette interruption et vous tenir informé. Pouvez-vou... (thème: [""['Box/TV'""). Pouvez-vous nous transmettre votre numéro de commande ou identifiant client en message privé pour que nous puissions suivre cela en urgence?","[""['reseau/internet'"", ""'box/tv'"", ""'support/sav/reclamation']""],box/tv,negatif,normal",fr,short,primary_label,themes,sentiment_label
Box/TV,"[""['Reseau/Internet'"", ""'Box/TV'"", ""'Compte/Acces']""]",brief,normal,On teste votre route vers le réseau.,"Bonjour, nous sommes désolés pour cette incident. Pouvez-vous redémarrer votre Freebox en la débranchant pendant 1 minute ? Si le incident persiste, nous allons...",Pouvez-vous nous transmettre votre numéro de ligne ou identifiant client en MP pour que nous puissions intervenir immédiatement et trouver une solution ?,"On teste votre route vers le réseau. Bonjour, nous sommes désolés pour cette incident. Pouvez-vous redémarrer votre Freebox en la débranchant pendant 1 minute? Si le incident persiste, nous allons... Pouvez-vous nous transmettre votre numéro de ligne ou identifiant client en MP pour que nous puissions intervenir immédiatement et trouver une solution?","[""['box/tv']""],box/tv,negatif,normal",fr,short,primary_label,themes,sentiment_label
Box/TV,"[""['Box/TV'"", ""'Annonce/Marketing']""]",neg,low,Merci pour votre retour.,"Bonjour, nous sommes désolés pour cette situation. Pouvez-vous examiner si les voyants de la Freebox sont normaux ? Si le incident persiste, nous allons déclencher une intervention technique. Pouvez-vous me confirmer votre numéro de ligne ou adresse pour examiner ? (thème: [""['Reseau/Internet'"")",Pouvez-vous nous transmettre votre numéro de commande ou identifiant client en message privé pour que nous puissions suivre cela en urgence ?,"Merci pour votre retour. Bonjour, nous sommes désolés pour cette situation. Pouvez-vous examiner si les voyants de la Freebox sont normaux? Si le incident persiste, nous allons déclencher une intervention technique. Pouvez-vous me confirmer votre numéro de ligne ou adresse pour examiner? (thème: [""['Reseau/Internet'""). Pouvez-vous nous transmettre votre numéro de commande ou identifiant client en message privé pour que nous puissions suivre cela en urgence?","[""['box/tv'"", ""'commercial/offre']""],box/tv,low,positif",fr,medium,primary_label,themes,sentiment_label
Box/TV,"[""['Box/TV'"", ""'Resiliation']""]",tech,low,Vu.,"Bonjour, nous sommes désolés pour cette incident récurrente. Pour diagnostiquer rapidement, pourriez-vous redémarrer votre Freebox en débranchant puis rebrancha... (thème: [""['Box/TV']""])",Transmettez en DM votre identifiant client et la référence de votre box/TV.,"Vu. Bonjour, nous sommes désolés pour cette incident récurrente. Pour diagnostiquer rapidement, pourriez-vous redémarrer votre Freebox en débranchant puis rebrancha... (thème: [""['Box/TV']""]). Transmettez en DM votre identifiant client et la référence de votre box/TV.","[""['facturation'"", ""'box/tv']""],box/tv,low,neutre",fr,medium,primary_label,themes,sentiment_label
Box/TV,"[""['Reseau/Internet'"", ""'Box/TV'"", ""'Compte/Acces'"", ""'Insatisfaction/Colère']""]",pro,low,Merci pour l’info !,Merci pour votre patience. Nous espérons que l'intervention de mardi résoudra votre incident. N'hésitez pas à nous faire un retour après le passage du technicien.,Pouvez-vous nous préciser votre demande ou nous envoyer un message privé pour que nous puissions vous aider rapidement ?,Merci pour l’info! Merci pour votre patience. Nous espérons que l'intervention de mardi résoudra votre incident. N'hésitez pas à nous faire un retour après le passage du technicien. Pouvez-vous nous préciser votre demande ou nous envoyer un message privé pour que nous puissions vous aider rapidement?,"[""['reseau/internet'"", ""'box/tv']""],box/tv,low,negatif",fr,short,primary_label,themes,sentiment_label
